


1, 200, 25, 2.595, 0, 0, 0, 6, 0.0, 944.0, 0.0, 0, 0.0, 0, 0.035, 0
2, 200, 25, 6.505, 6, 0, 0, 1085, 0.0, 944.0, 0.0, 860576, 4302.0, 2, 7.2, 0
3, 200, 25, 8.965, 10, 0, 1, 1713, 9.0, 944.0, 0.9533898305084746, 1964691, 9823.0, 6, 19.445, 0
4, 200, 25, 9.65, 10, 0, 3, 1923, 38.0, 944.0, 4.025423728813559, 2186835, 10934.0, 15, 39.745, 0
5, 200, 25, 9.905, 10, 0, 5, 1976, 75.0, 944.0, 7.944915254237288, 1895745, 9478.0, 23, 54.355, 0
6, 200, 25, 9.985, 10, 0, 21, 1997, 339.0, 944.0, 35.91101694915254, 1617919, 8089.0, 37, 64.23, 0
7, 200, 25, 9.99, 10, 0, 27, 1998, 452.0, 944.0, 47.88135593220339, 2142042, 10710.0, 50, 72.015, 0
8, 200, 25, 10.0, 10, 0, 30, 2000, 538.0, 944.0, 56.99152542372882, 1842055, 9210.0, 59, 77.22, 0
9, 200, 25, 10.0, 10, 0, 33, 2000, 553.0, 944.0, 58.58050847457628, 1475879, 7379.0, 67, 80.905, 1
10, 200, 25, 10.0, 10, 0, 38, 1990, 565.0, 944.0, 59.85169491525424, 2108980, 10544.0, 74, 84.685, 11
11, 200, 25, 10.0, 10, 0, 42, 1890, 648.0, 944.0, 68.64406779661016, 1911316, 9556.0, 79, 88.275, 34
12, 200, 25, 10.0, 10, 0, 46, 1660, 662.0, 944.0, 70.12711864406779, 1943576, 9717.0, 84, 91.755, 49
13, 200, 25, 10.0, 10, 0, 53, 1510, 714.0, 944.0, 75.63559322033898, 1041389, 5206.0, 88, 94.955, 50
14, 200, 25, 10.0, 10, 0, 60, 1500, 737.0, 944.0, 78.07203389830508, 756608, 3783.0, 93, 98.11, 50
15, 200, 25, 10.0, 10, 0, 64, 1500, 770.0, 944.0, 81.5677966101695, 548582, 2742.0, 100, 101.345, 50
16, 200, 25, 10.0, 10, 0, 68, 1500, 783.0, 944.0, 82.94491525423729, 1056732, 5283.0, 107, 104.285, 50
17, 200, 25, 10.0, 10, 0, 72, 1500, 804.0, 944.0, 85.16949152542372, 440443, 2202.0, 113, 107.175, 50
18, 200, 25, 10.0, 10, 0, 75, 1500, 818.0, 944.0, 86.65254237288136, 254866, 1274.0, 115, 109.925, 50
19, 200, 25, 10.0, 10, 0, 78, 1500, 829.0, 944.0, 87.8177966101695, 40175, 200.0, 116, 112.56, 50
20, 200, 25, 10.0, 10, 0, 82, 1500, 846.0, 944.0, 89.61864406779661, 224893, 1124.0, 118, 115.105, 50
21, 200, 25, 10.0, 10, 0, 85, 1500, 854.0, 944.0, 90.46610169491525, 11851, 59.0, 118, 117.535, 50
22, 200, 25, 10.0, 10, 0, 87, 1500, 871.0, 944.0, 92.26694915254238, 29810, 149.0, 119, 120.275, 50
23, 200, 25, 10.0, 10, 0, 91, 1500, 881.0, 944.0, 93.32627118644068, 4251, 21.0, 119, 122.6, 50
24, 200, 25, 10.0, 10, 0, 94, 1500, 891.0, 944.0, 94.38559322033898, 8670, 43.0, 119, 124.935, 50
