727,1,5,10,9,20.0,34,70,0,1,0.0,1000,9,100,false,54
727,2,9,35,68,36.0,158,70,0,1,0.0,1000,8,100,false,54
727,3,13,39,72,52.0,179,70,0,1,0.0,1000,8,100,false,54
727,4,18,43,77,72.0,206,70,0,1,0.0,1000,9,100,false,54
727,5,22,47,81,88.0,227,70,0,1,0.0,1000,8,100,false,54
727,6,27,51,86,108.0,254,70,0,1,0.0,1000,9,100,false,54
727,7,31,757,3478,128.0,7514,70,1,1,1.0,1000,8,100,false,54
727,8,36,820,4805,152.0,16009,70,1,1,1.0,1000,9,100,false,54
727,9,41,848,5101,176.0,20622,70,1,1,1.0,1000,9,100,false,54
727,10,46,868,5153,196.0,22979,70,1,1,1.0,1000,9,100,false,54
727,11,51,871,5158,216.0,23011,70,1,1,1.0,1000,9,100,false,54
727,12,55,871,5162,232.0,23032,70,1,1,1.0,1000,8,100,false,54
727,13,59,871,5166,248.0,23051,70,1,1,1.0,1000,9,100,false,54
727,14,64,873,5171,268.0,23075,70,1,1,1.0,1000,9,100,false,54
727,15,68,973,8400,288.0,28398,70,1,1,1.0,1000,8,100,false,54
727,16,73,991,8800,316.0,44450,70,1,1,1.0,1000,9,100,false,54
727,17,77,995,9100,340.0,60605,70,1,1,1.0,1000,8,100,false,54
727,18,82,995,9105,360.0,60630,70,1,1,1.0,1000,9,100,false,54
727,19,86,997,9903,376.0,66077,70,1,1,1.0,1000,9,100,false,54
727,20,91,997,9908,396.0,66099,70,1,1,1.0,1000,8,100,false,54
727,21,96,999,11101,420.0,77031,70,1,1,1.0,1000,9,100,false,54
727,22,100,1000,11400,448.0,98863,70,1,1,1.0,1000,8,100,false,54
727,23,105,1000,11405,468.0,98883,70,1,1,1.0,1000,9,100,false,54
727,24,110,1000,11905,492.0,104371,70,1,1,1.0,1000,9,100,false,54
727,25,115,1000,12900,516.0,109859,70,1,1,1.0,1000,9,100,false,54
727,26,119,1000,12904,532.0,109880,70,1,1,1.0,1000,8,100,false,54
727,27,124,1000,14700,556.0,126272,70,1,1,1.0,1000,9,100,false,54
727,28,129,1000,14705,580.0,131756,70,1,1,1.0,1000,9,100,false,54
727,29,133,1000,14901,596.0,137231,70,1,1,1.0,1000,8,100,false,54
727,30,137,1000,15900,620.0,148170,70,1,1,1.0,1000,9,100,false,54
727,31,142,1000,15905,640.0,148195,70,1,1,1.0,1000,9,100,false,54
727,32,146,1000,16800,660.0,153677,70,1,1,1.0,1000,8,100,false,54
727,33,150,1000,16804,680.0,159160,70,1,1,1.0,1000,8,100,false,54
727,34,154,1000,17000,704.0,175551,70,1,1,1.0,1000,8,100,false,54
727,35,158,1000,17104,724.0,181031,70,1,1,1.0,1000,8,100,false,54
727,36,162,1000,17108,740.0,181055,70,1,1,1.0,1000,8,100,false,54
727,37,166,1000,18500,760.0,191985,70,1,1,1.0,1000,9,100,false,54
727,38,171,1000,18505,780.0,192011,70,1,1,1.0,1000,9,100,false,54
727,39,176,1000,18510,800.0,192040,70,1,1,1.0,1000,8,100,false,54
727,40,180,1000,18514,816.0,192054,70,1,1,1.0,1000,8,100,false,54
727,41,184,1000,21100,840.0,208444,70,1,1,1.0,1000,8,100,false,54
