1000, 4, 0, 1, 0, 1922, 100.0, 0, 0, 13741, 0, 515, 1726.0, 1870.0, 1.1135573580533025, 1.027807486631016, 0, 4, 2016
1000, 4, 0, 1, 0, 1818, 100.0, 0, 0, 13011, 0, 433, 1726.0, 1870.0, 1.0533024333719583, 0.9721925133689839, 0, 4, 1964
1000, 4, 0, 1, 0, 1903, 100.0, 0, 0, 13616, 0, 686, 1726.0, 1870.0, 1.1025492468134415, 1.0176470588235293, 0, 4, 1930
1000, 4, 0, 1, 0, 2332, 100.0, 0, 0, 16727, 0, 730, 1726.0, 1870.0, 1.3511008111239862, 1.2470588235294118, 0, 4, 2428
1000, 4, 0, 1, 0, 2172, 100.0, 0, 0, 15608, 0, 624, 1726.0, 1870.0, 1.2584009269988412, 1.1614973262032084, 0, 4, 2213
1000, 4, 0, 1, 0, 1894, 100.0, 0, 0, 13470, 0, 510, 1726.0, 1870.0, 1.097334878331402, 1.0128342245989306, 0, 4, 2080
1000, 4, 0, 1, 0, 1607, 100.0, 0, 0, 11510, 0, 420, 1726.0, 1870.0, 0.9310544611819235, 0.8593582887700535, 0, 4, 1733
1000, 4, 100, 1, 3, 1501, 100.0, 959, 7, 10680, 138, 351, 1726.0, 1870.0, 0.8696407879490151, 0.8026737967914439, 317, 4, 1501
1000, 4, 0, 1, 0, 2161, 100.0, 0, 0, 15465, 0, 550, 1726.0, 1870.0, 1.2520278099652375, 1.155614973262032, 0, 4, 2336
1000, 4, 0, 1, 0, 2361, 100.0, 0, 0, 17123, 0, 797, 1726.0, 1870.0, 1.3679026651216686, 1.262566844919786, 0, 4, 2547
1000, 4, 0, 1, 0, 1925, 100.0, 0, 0, 13762, 0, 479, 1726.0, 1870.0, 1.115295480880649, 1.0294117647058822, 0, 4, 2045
1000, 4, 0, 1, 0, 2690, 100.0, 0, 0, 19122, 0, 598, 1726.0, 1870.0, 1.5585168018539977, 1.4385026737967914, 0, 4, 3039
1000, 4, 0, 1, 0, 1810, 100.0, 0, 0, 13021, 0, 595, 1726.0, 1870.0, 1.048667439165701, 0.9679144385026738, 0, 4, 2002
