1000, 2, 10, 100, 50, 374.14844706064986, 419, 95, 311, 44364, 29349, 2
1000, 2, 10, 100, 50, 374.14844706064986, 377, 77, 32, 61964, 36053, 2
1000, 2, 10, 100, 50, 374.14844706064986, 411, 102, 175, 58333, 33787, 2
1000, 2, 10, 100, 50, 374.14844706064986, 531, 37, 20, 88502, 52060, 2
1000, 2, 10, 100, 50, 374.14844706064986, 413, 238, 21, 69037, 40310, 2
1000, 2, 10, 100, 50, 374.14844706064986, 380, 41, 27, 62806, 36654, 2
1000, 2, 10, 100, 50, 374.14844706064986, 419, 61, 23, 69878, 40576, 2
1000, 2, 10, 100, 50, 374.14844706064986, 416, 90, 80, 69142, 38166, 2
1000, 2, 10, 100, 50, 374.14844706064986, 417, 83, 84, 68374, 38033, 2
1000, 2, 10, 100, 50, 374.14844706064986, 406, 15, 15, 67337, 39679, 2
1000, 2, 10, 100, 50, 374.14844706064986, 453, 88, 35, 76302, 43747, 2
1000, 2, 10, 100, 50, 374.14844706064986, 381, 39, 61, 63624, 35432, 2
1000, 2, 10, 100, 50, 374.14844706064986, 407, 45, 46, 68502, 38550, 2
1000, 2, 10, 100, 50, 374.14844706064986, 542, 37, 7, 91397, 53407, 2
1000, 2, 10, 100, 50, 374.14844706064986, 458, 15, 8, 76670, 45168, 2
1000, 2, 10, 100, 50, 374.14844706064986, 367, 27, 29, 60761, 35307, 2
1000, 2, 10, 100, 50, 374.14844706064986, 377, 75, 54, 62560, 35264, 2
1000, 2, 10, 100, 50, 374.14844706064986, 434, 40, 22, 72910, 42239, 2
1000, 2, 10, 100, 50, 374.14844706064986, 381, 46, 65, 63502, 35331, 2
1000, 2, 10, 100, 50, 374.14844706064986, 383, 90, 160, 55002, 31750, 2
1000, 2, 10, 100, 50, 374.14844706064986, 398, 172, 63, 65844, 37184, 2
1000, 2, 10, 100, 50, 374.14844706064986, 369, 129, 42, 62269, 34995, 2
1000, 2, 10, 100, 50, 374.14844706064986, 430, 330, 76, 71267, 39721, 2
1000, 2, 10, 100, 50, 374.14844706064986, 483, 49, 22, 81221, 47143, 2
1000, 2, 10, 100, 50, 374.14844706064986, 396, 104, 203, 53723, 31300, 2
1000, 2, 10, 100, 50, 374.14844706064986, 380, 149, 51, 63124, 35559, 2
1000, 2, 10, 100, 50, 374.14844706064986, 318, 48, 73, 52517, 28674, 2
1000, 2, 10, 100, 50, 374.14844706064986, 307, 117, 5, 51664, 30267, 2
