1000, 32, 10, 100, 50, 23.28889922555659, 28, 15, 0, 281655, 27804, 32
1000, 32, 10, 100, 50, 23.28889922555659, 34, 6, 0, 263416, 34289, 32
1000, 32, 10, 100, 50, 23.28889922555659, 31, 19, 0, 290978, 30848, 32
1000, 32, 10, 100, 50, 23.28889922555659, 33, 13, 0, 283673, 32509, 32
1000, 32, 10, 100, 50, 23.28889922555659, 26, 9, 0, 270155, 25831, 32
1000, 32, 10, 100, 50, 23.28889922555659, 38, 21, 0, 297636, 37317, 32
1000, 32, 10, 100, 50, 23.28889922555659, 27, 9, 0, 276735, 27098, 32
1000, 32, 10, 100, 50, 23.28889922555659, 34, 9, 0, 279183, 33990, 32
1000, 32, 10, 100, 50, 23.28889922555659, 33, 16, 0, 274236, 32820, 32
1000, 32, 10, 100, 50, 23.28889922555659, 35, 13, 0, 293502, 35081, 32
1000, 32, 10, 100, 50, 23.28889922555659, 34, 10, 0, 301724, 33824, 32
1000, 32, 10, 100, 50, 23.28889922555659, 33, 10, 0, 266224, 32490, 32
1000, 32, 10, 100, 50, 23.28889922555659, 30, 13, 0, 288193, 29823, 32
1000, 32, 10, 100, 50, 23.28889922555659, 32, 6, 0, 285911, 31685, 32
1000, 32, 10, 100, 50, 23.28889922555659, 33, 13, 0, 287309, 32750, 32
1000, 32, 10, 100, 50, 23.28889922555659, 35, 9, 0, 273368, 34946, 32
1000, 32, 10, 100, 50, 23.28889922555659, 37, 7, 0, 290696, 36663, 32
1000, 32, 10, 100, 50, 23.28889922555659, 32, 10, 0, 278628, 31726, 32
1000, 32, 10, 100, 50, 23.28889922555659, 28, 12, 0, 256776, 27825, 32
1000, 32, 10, 100, 50, 23.28889922555659, 44, 10, 0, 314986, 43433, 32
1000, 32, 10, 100, 50, 23.28889922555659, 38, 13, 0, 319219, 37988, 32
1000, 32, 10, 100, 50, 23.28889922555659, 32, 20, 0, 296398, 32293, 32
1000, 32, 10, 100, 50, 23.28889922555659, 39, 7, 0, 269649, 38918, 32
1000, 32, 10, 100, 50, 23.28889922555659, 29, 9, 0, 298577, 28790, 32
1000, 32, 10, 100, 50, 23.28889922555659, 27, 10, 0, 264074, 27199, 32
1000, 32, 10, 100, 50, 23.28889922555659, 29, 8, 0, 265280, 28886, 32
1000, 32, 10, 100, 50, 23.28889922555659, 28, 11, 0, 255136, 28460, 32
1000, 32, 10, 100, 50, 23.28889922555659, 34, 8, 0, 257224, 33325, 32
1000, 32, 10, 100, 50, 23.28889922555659, 29, 9, 0, 267022, 28567, 32
1000, 32, 10, 100, 50, 23.28889922555659, 35, 8, 0, 277047, 34498, 32
1000, 32, 10, 100, 50, 23.28889922555659, 33, 14, 0, 285479, 33237, 32
1000, 32, 10, 100, 50, 23.28889922555659, 36, 13, 0, 279312, 35355, 32
1000, 32, 10, 100, 50, 23.28889922555659, 35, 9, 0, 270859, 34459, 32
1000, 32, 10, 100, 50, 23.28889922555659, 38, 14, 0, 315869, 37523, 32
1000, 32, 10, 100, 50, 23.28889922555659, 42, 11, 0, 304420, 41393, 32
1000, 32, 10, 100, 50, 23.28889922555659, 29, 7, 0, 286503, 29187, 32
1000, 32, 10, 100, 50, 23.28889922555659, 34, 6, 0, 277399, 34166, 32
1000, 32, 10, 100, 50, 23.28889922555659, 28, 7, 0, 283373, 28218, 32
1000, 32, 10, 100, 50, 23.28889922555659, 32, 12, 0, 297376, 31784, 32
1000, 32, 10, 100, 50, 23.28889922555659, 33, 18, 0, 270761, 33067, 32
1000, 32, 10, 100, 50, 23.28889922555659, 35, 7, 0, 303770, 34812, 32
1000, 32, 10, 100, 50, 23.28889922555659, 31, 11, 0, 256085, 31238, 32
1000, 32, 10, 100, 50, 23.28889922555659, 27, 10, 0, 256184, 27392, 32
1000, 32, 10, 100, 50, 23.28889922555659, 28, 13, 0, 268293, 27959, 32
1000, 32, 10, 100, 50, 23.28889922555659, 31, 17, 0, 252965, 30924, 32
1000, 32, 10, 100, 50, 23.28889922555659, 42, 13, 0, 293833, 41735, 32
1000, 32, 10, 100, 50, 23.28889922555659, 35, 9, 0, 278640, 34692, 32
1000, 32, 10, 100, 50, 23.28889922555659, 33, 12, 0, 260689, 32659, 32
1000, 32, 10, 100, 50, 23.28889922555659, 30, 8, 0, 285250, 30235, 32
1000, 32, 10, 100, 50, 23.28889922555659, 31, 11, 0, 269306, 30464, 32
1000, 32, 10, 100, 50, 23.28889922555659, 36, 16, 0, 279039, 35503, 32
1000, 32, 10, 100, 50, 23.28889922555659, 31, 13, 0, 268218, 30645, 32
1000, 32, 10, 100, 50, 23.28889922555659, 34, 16, 0, 278280, 33775, 32
1000, 32, 10, 100, 50, 23.28889922555659, 29, 15, 0, 283371, 29351, 32
1000, 32, 10, 100, 50, 23.28889922555659, 40, 9, 0, 299819, 39786, 32
1000, 32, 10, 100, 50, 23.28889922555659, 33, 17, 0, 313919, 32341, 32
1000, 32, 10, 100, 50, 23.28889922555659, 32, 8, 0, 293181, 31800, 32
1000, 32, 10, 100, 50, 23.28889922555659, 31, 16, 0, 264685, 30911, 32
1000, 32, 10, 100, 50, 23.28889922555659, 36, 11, 0, 283564, 35570, 32
1000, 32, 10, 100, 50, 23.28889922555659, 32, 9, 0, 297750, 31539, 32
1000, 32, 10, 100, 50, 23.28889922555659, 35, 18, 0, 272842, 35033, 32
1000, 32, 10, 100, 50, 23.28889922555659, 26, 20, 0, 275353, 25947, 32
1000, 32, 10, 100, 50, 23.28889922555659, 38, 9, 0, 280132, 37428, 32
1000, 32, 10, 100, 50, 23.28889922555659, 33, 12, 0, 279763, 32636, 32
1000, 32, 10, 100, 50, 23.28889922555659, 35, 9, 0, 267306, 34957, 32
1000, 32, 10, 100, 50, 23.28889922555659, 33, 11, 0, 292870, 33015, 32
1000, 32, 10, 100, 50, 23.28889922555659, 30, 13, 0, 268507, 29909, 32
1000, 32, 10, 100, 50, 23.28889922555659, 25, 9, 0, 268503, 25396, 32
1000, 32, 10, 100, 50, 23.28889922555659, 32, 10, 0, 268707, 31652, 32
1000, 32, 10, 100, 50, 23.28889922555659, 37, 11, 0, 276810, 37014, 32
1000, 32, 10, 100, 50, 23.28889922555659, 31, 8, 0, 311037, 30571, 32
