16	1	1	52.815	53.5966195558365
16	3	2	31.043	17.8655398519455
16	4	3	25.634	13.399154888959124
16	6	4	19.42	8.93276992597275
16	11	7	11.622	4.872419959621499
32	3	1	69.834	43.12464962986375
16	9	6	13.973	5.9551799506485
16	12	8	11.1	4.466384962986375
32	6	2	42.647	21.562324814931873
16	8	5	15.427	6.699577444479562
32	12	4	24.517	10.781162407465937
64	6	1	94.629	50.5182195558365
16	14	9	9.551	3.8283299682740357
32	19	6	16.579	6.809155204715329
32	9	3	31.275	14.374883209954582
32	16	5	19.261	8.085871805599453
32	25	8	12.832	5.17495795558365
64	12	2	54.355	25.25910977791825
32	28	9	11.358	4.620498174628259
32	22	7	14.536	5.880634040435965
64	19	3	36.675	15.953121965001
64	25	4	29.027	12.12437269340076
128	12	1	116.097	57.91178948180925
64	32	5	23.225	9.472166166719344
64	44	7	17.093	6.888848121250432
64	57	9	12.985	5.317707321667
64	38	6	19.757	7.9765609825005
128	25	2	63.339	27.797658951268442
64	51	8	14.676	5.94331994774547
128	38	3	43.687	18.287933520571343
128	51	4	33.537	13.62630340748453
256	25	1	134.988	62.69314503147072
128	64	5	27.03	10.858460527839235
128	76	6	23.046	9.143966760285672
128	89	7	19.489	7.80833116608664
128	102	8	16.721	6.813151703742265
256	51	2	72.022	30.731933838956238
256	76	3	50.406	20.622745076141683
128	115	9	14.691	6.04296933723227
512	51	1	152.917	68.42252172588682
256	102	4	38.131	15.365966919478119
256	128	5	30.679	12.244754888959125
256	204	8	19.017	7.682983459739059
256	179	7	21.927	8.75602584238418
512	102	2	82.256	34.21126086294341
256	230	9	16.585	6.814472286029426
512	153	3	56.556	22.807507241962277
512	204	4	43.132	17.105630431471706
1024	102	1	173.612	75.38117577386117
512	256	5	34.407	13.631049250079016
512	307	6	28.884	11.366607843714098
512	358	7	24.563	9.74734248050343
1024	204	2	92.426	37.69058788693059
512	409	8	21.179	8.531903687091022
512	460	9	18.423	7.5859752348265825
1024	307	3	63.064	25.045211494898503
2048	204	1	194.676	82.33982982183554
1024	409	4	48.085	18.799217430156087
1024	512	5	38.402	15.017343611198907
1024	614	6	31.951	12.522605747449251
1024	716	7	26.892	10.738659118622682
2048	409	2	102.514	41.06925497226027
1024	819	8	23.423	9.38813178136
1024	921	9	20.229	8.348403831632835
2048	614	3	70.035	27.35720730236881
2048	819	4	52.792	20.509554680896763
4096	409	1	214.498	89.0801501684167
2048	1024	5	41.905	16.403637972318798
2048	1228	6	34.919	13.678603651184405
2048	1433	7	29.581	11.721790149095916
2048	1638	8	25.45	10.254777340448381
4096	819	2	112.392	44.48569159814704
2048	1843	9	22.01	9.114121152281307
4096	1228	3	76.351	29.66920310983911
4096	1638	4	57.316	22.24284579907352
8192	819	1	234.721	95.90454766900113
4096	2048	5	46.114	17.789932333438685
4096	2457	6	38.154	14.828563866049013
4096	2867	7	32.075	12.707980962288952
4096	3276	8	27.537	11.12142289953676
8192	1638	2	122.215	47.952273834500566
4096	3686	9	23.95	9.884368263397294
8192	2457	3	82.717	31.968182556333712
8192	3276	4	62.538	23.976136917250283
16384	1638	1	256.079	102.83771214170818
8192	4096	5	49.915	19.176226694558576
8192	4915	6	41.029	15.980839174142814
8192	5734	7	34.728	13.698260296636192
8192	6553	8	29.779	11.986239057059656
16384	3276	2	132.758	51.41885607085409
8192	7372	9	25.812	10.654615374513284
16384	4915	3	89.29	34.27226296808097
16384	6553	4	67.152	25.7055047288445
32768	3276	1	275.521	109.77087661441523
16384	8192	5	53.255	20.562521055678467
16384	9830	6	44.103	17.136131484040487
16384	11468	7	37.226	14.688539630983431
16384	13107	8	31.878	12.851771762273442
32768	6553	2	142.486	54.87706268713937
16384	14745	9	27.661	11.424087656026993
32768	9830	3	96.325	36.58284758787632
32768	13107	4	71.949	27.43643791781676
65536	6553	1	296.838	116.68623183317948
32768	16384	5	65.806	21.948815416798357
32768	19660	6	47.201	18.29142379393816
32768	22937	7	39.838	15.678135405189183
32768	26214	8	34.074	13.71821895890838
65536	13107	2	152.509	58.338664622173276
32768	29491	9	29.407	12.193869037632643
65536	19660	3	102.489	38.89343220767168
