100	1	515.33
100	3	195.84633333333332
100	6	104.48233333333333
100	2	283.822
100	5	123.2902
100	8	81.09775
100	7	91.4887142857143
100	9	71.994
100	10	64.8375
100	12	55.066750000000006
100	11	60.069
100	4	150.98375
100	13	51.658
100	17	39.9195294117647
100	19	36.212526315789475
100	15	45.198600000000006
100	16	42.0495625
100	14	47.908857142857144
100	18	38.00172222222222
100	20	34.34255
100	22	31.59331818181818
100	21	32.93390476190476
100	25	27.95304
100	23	30.339826086956524
100	26	26.812269230769232
100	24	28.976708333333335
100	29	24.45344827586207
100	28	24.9305
100	27	26.003851851851852
100	30	23.343733333333333
100	31	22.688193548387094
100	32	21.9785625
100	34	20.81220588235294
100	33	21.60069696969697
100	35	20.328599999999998
100	36	19.650222222222222
100	37	19.25018918918919
100	38	18.84021052631579
100	39	18.306897435897437
100	42	17.098166666666668
100	40	17.88245
100	41	17.435024390243903
100	43	16.670813953488373
100	45	15.826066666666666
100	47	15.146297872340424
100	44	16.22734090909091
100	46	15.508521739130435
100	50	14.29756
100	48	14.889395833333333
100	49	14.491979591836735
100	51	13.964901960784314
100	53	13.60032075471698
100	52	13.742326923076924
100	55	12.952636363636364
100	54	13.245574074074073
100	58	12.333637931034483
100	57	12.459543859649122
100	56	12.71105357142857
100	60	11.826816666666668
100	59	12.123254237288137
100	61	11.655967213114755
100	62	11.432322580645161
100	67	10.491776119402985
100	63	11.166793650793652
100	64	11.060828125
100	65	10.855107692307692
100	69	10.100260869565217
100	68	10.364691176470588
100	66	10.723469696969698
100	70	9.884271428571429
100	71	9.772830985915492
100	74	9.298783783783785
100	72	9.664347222222222
100	73	9.504479452054795
100	75	9.100159999999999
100	77	9.011272727272727
100	76	9.030842105263158
100	78	8.761846153846154
100	79	8.73007594936709
100	80	8.4888875
100	81	8.313913580246913
100	84	7.9112261904761905
100	82	8.179975609756099
100	85	7.802988235294118
100	83	8.037457831325302
100	86	7.574523255813953
100	88	7.2608749999999995
100	87	7.522149425287356
100	89	7.134764044943821
100	91	6.876846153846154
100	90	6.993255555555556
100	92	6.657967391304348
100	93	6.4863333333333335
100	94	6.289106382978724
100	100	4.93128
100	95	6.1177052631578945
100	97	5.730278350515464
100	96	5.889270833333334
100	98	5.487775510204082
100	99	5.225363636363637
