260	26	1	131.991	61.37881631015527
260	52	2	71.736	30.689408155077636
260	78	3	49.871	20.459605436718423
260	104	4	38.176	15.344704077538818
260	130	5	30.825	12.275763262031054
260	156	6	25.721	10.229802718359212
260	182	7	21.971	8.768402330022182
260	208	8	19.042	7.672352038769409
260	234	9	16.638	6.819868478906142
312	31	1	138.745	63.609786922469624
312	62	2	75.144	31.804893461234812
312	93	3	52.195	21.203262307489876
312	124	4	39.911	15.902446730617406
312	156	5	31.964	12.640406375618964
312	187	6	26.482	10.544937939019029
312	218	7	22.617	9.045428415580544
312	249	8	19.583	7.919290741351641
312	280	9	17.135	7.0425121235591375
374	37	1	145.424	65.7174180603523
374	74	2	78.22	32.85870903017615
374	112	3	53.651	21.71021846636639
374	149	4	41.079	16.31909039082574
374	187	5	32.746	13.002911594829065
374	224	6	27.396	10.855109233183194
374	261	7	23.49	9.316262330394771
374	299	8	20.164	8.13225574659878
374	336	9	17.549	7.236739488788795
448	44	1	152.24	68.03484018458893
448	89	2	80.796	33.63520188901026
448	134	3	54.97	22.339798269566515
448	179	4	42.259	16.723647866602867
448	224	5	33.799	13.363986464829969
448	268	6	28.211	11.169899134783257
448	313	7	24.067	9.564003093041256
448	358	8	20.85	8.361823933301434
448	403	9	18.069	7.4281215089873776
537	53	1	154.88	69.5384410707785
537	107	2	82.879	34.4442745490772
537	161	3	56.93	22.891536501560626
537	214	4	43.435	17.2221372745386
537	268	5	34.811	13.752005137131569
537	322	6	29.05	11.445768250780313
537	375	7	24.679	9.828099671336695
537	429	8	21.194	8.590996216203404
537	483	9	18.529	7.6305121671868745
644	64	1	160.757	70.88929343142506
644	128	2	86.079	35.44464671571253
644	193	3	58.734	23.507330464306754
644	257	4	44.789	17.65336490121091
644	322	5	35.879	14.089797452208707
644	386	6	29.739	11.753665232153377
644	450	7	25.395	10.082032843580453
644	515	8	21.82	8.809543261380979
644	579	9	19.054	7.835776821435585
772	77	1	165.289	72.44953860544321
772	154	2	88.683	36.224769302721604
772	231	3	60.476	24.149846201814402
772	308	4	45.865	18.112384651360802
772	386	5	36.921	14.452369100049552
772	463	6	30.543	12.048843353389042
772	540	7	26.008	10.330767541887273
772	617	8	22.464	9.04151454233246
772	694	9	19.446	8.038349384177415
926	92	1	171.719	74.56387762263437
926	185	2	90.671	37.08041481774249
926	277	3	62.396	24.764897982968815
926	370	4	47.331	18.540207408871247
926	463	5	37.757	14.816148469292358
926	555	6	31.341	12.360138272580832
926	648	7	26.681	10.58622953901599
926	740	8	23.074	9.270103704435623
926	833	9	19.969	8.235146147998034
