10	1	1	28.731	28.79785092994046
10	2	2	21.744	14.39892546497023
10	3	3	17.637	9.599283643313486
10	4	4	14.682	7.199462732485115
10	5	5	12.822	5.759570185988092
10	6	6	11.014	4.799641821656743
10	7	7	9.721	4.1139787042772085
10	8	8	8.707	3.5997313662425574
10	9	9	7.893	3.199761214437829
12	1	1	36.32	36.74527979745601
12	2	2	28.324	18.372639898728004
12	3	3	22.16	12.248426599152003
12	4	4	18.408	9.186319949364002
12	6	5	13.749	6.1242132995760015
12	7	6	12.124	5.2493256853508585
12	8	7	10.872	4.593159974682001
12	9	8	10.003	4.082808866384001
12	10	9	8.92	3.6745279797456005
14	1	1	44.865	45.02760261461361
14	2	2	33.705	22.513801307306807
14	4	3	22.319	11.256900653653403
14	5	4	19.019	9.005520522922723
14	7	5	14.58	6.432514659230516
14	8	6	13.287	5.628450326826702
14	9	7	11.896	5.00306695717929
14	11	8	10.014	4.0934184195103285
14	12	9	9.291	3.7523002178844678
16	1	1	53.345	53.5966195558365
16	3	2	31.601	17.8655398519455
16	4	3	26.102	13.399154888959124
16	6	4	19.498	8.93276992597275
16	8	5	15.322	6.699577444479562
16	9	6	14.124	5.9551799506485
16	11	7	11.78	4.872419959621499
16	12	8	10.9	4.466384962986375
16	14	9	9.465	3.8283299682740357
19	1	1	65.5	66.91114060416237
19	3	2	38.407	22.30371353472079
19	5	3	26.967	13.382228120832474
19	7	4	21.052	9.558734372023196
19	9	5	17.218	7.4345711782402635
19	11	6	14.524	6.082830964014761
19	13	7	12.658	5.147010815704798
19	15	8	11.07	4.460742706944158
19	17	9	9.738	3.9359494473036687
22	2	1	59.409	40.350666986941484
22	4	2	37.64	20.175333493470742
22	6	3	27.92	13.450222328980495
22	8	4	22.14	10.087666746735371
22	11	5	17.206	7.336484906716634
22	13	6	14.864	6.20779492106792
22	15	7	13.061	5.380088931592198
22	17	8	11.689	4.747137292581351
22	19	9	10.512	4.247438630204367
26	2	1	70.458	49.85885499427927
26	5	2	38.889	19.94354199771171
26	7	3	29.875	14.245387141222649
26	10	4	22.531	9.971770998855854
26	13	5	18.14	7.670593076042964
26	15	6	16.194	6.647847332570569
26	18	7	13.619	5.539872777142141
26	20	8	12.137	4.985885499427927
26	23	9	10.66	4.335552608198197
31	3	1	67.654	41.448934446346506
31	6	2	41.185	20.724467223173253
31	9	3	29.993	13.816311482115502
31	12	4	23.938	10.362233611586626
31	15	5	19.771	8.289786889269301
31	18	6	16.758	6.908155741057751
31	21	7	14.576	5.921276349478073
31	24	8	12.77	5.181116805793313
31	27	9	11.394	4.605437160705168
37	3	1	82.712	51.653454255945434
37	7	2	44.916	22.13719468111947
37	11	3	31.177	14.087305706166937
37	14	4	25.467	11.068597340559736
37	18	5	20.533	8.608909042657572
37	22	6	17.243	7.043652853083469
37	25	7	15.39	6.198414510713452
37	29	8	13.144	5.343460785097803
37	33	9	11.525	4.695768568722312
44	4	1	83.433	47.975285973100874
44	8	2	49.278	23.987642986550437
44	13	3	33.215	14.761626453261808
44	17	4	26.354	11.288302581906088
44	22	5	21.237	8.722779267836522
44	26	6	18.121	7.380813226630904
44	30	7	15.808	6.39670479641345
44	35	8	13.483	5.482889825497243
44	39	9	12.042	4.920542151087269
52	5	1	84.505	47.09581467324684
52	10	2	49.501	23.54790733662342
52	15	3	35.557	15.698604891082281
52	20	4	27.75	11.77395366831171
52	26	5	22.069	9.056887437162855
52	31	6	18.682	7.596099140846265
52	36	7	16.189	6.541085371284284
52	41	8	14.197	5.7433920333227855
52	46	9	12.636	5.119110290570309
62	6	1	89.884	48.61145531213261
62	12	2	52.373	24.305727656066306
62	18	3	37.165	16.203818437377535
62	24	4	29.164	12.152863828033153
62	31	5	22.971	9.408668770090182
62	37	6	19.58	7.882938699264748
62	43	7	16.785	6.78299376448362
62	49	8	14.762	5.952423099444809
62	55	9	13.034	5.303067852232648
74	7	1	97.574	51.601945271015516
74	14	2	56.192	25.800972635507758
74	22	3	38.265	16.418800768050392
74	29	4	29.785	12.455641961969263
74	37	5	24.013	9.762530186408341
74	44	6	20.267	8.209400384025196
74	51	7	17.576	7.082619939158993
74	59	8	15.155	6.122264693171333
74	66	9	13.375	5.472933589350131
88	8	1	106.749	55.59990495926028
88	17	2	57.576	26.164661157298955
88	26	3	39.931	17.10766306438778
88	35	4	30.936	12.708549704973779
88	44	5	24.927	10.109073628956414
88	52	6	21.257	8.55383153219389
88	61	7	18.165	7.291790814329217
88	70	8	15.697	6.354274852486889
88	79	9	13.832	5.630370122456737
105	10	1	108.583	54.927183676653996
105	21	2	58.84	26.155801750787617
105	31	3	41.788	17.71844634730774
105	42	4	31.856	13.077900875393809
105	52	5	26.201	10.562919937818076
105	63	6	21.872	8.718600583595872
105	73	7	18.767	7.524271736527945
105	84	8	16.246	6.538950437696904
105	94	9	14.317	5.84331741241
126	12	1	115.035	56.84156002299053
126	25	2	61.834	27.28394881103545
126	37	3	43.686	18.435100547996928
126	50	4	33.264	13.641974405517725
126	63	5	26.854	10.826963813902957
126	75	6	22.68	9.094649603678484
126	88	7	19.373	7.7511218213168895
126	100	8	16.908	6.820987202758863
126	113	9	14.797	6.036271860848552
151	15	1	115.936	56.31776369060357
151	30	2	64.51	28.158881845301785
151	45	3	45.059	18.772587896867858
151	60	4	34.685	14.079440922650893
151	75	5	28.166	11.263552738120714
151	90	6	23.498	9.386293948433929
151	105	7	20.14	8.045394812943368
151	120	8	17.451	7.039720461325446
151	135	9	15.236	6.257529298955952
181	18	1	121.805	58.07784236995081
181	36	2	67.618	29.038921184975404
181	54	3	46.738	19.359280789983604
181	72	4	35.496	14.519460592487702
181	90	5	29.157	11.615568473990162
181	108	6	24.32	9.679640394991802
181	126	7	20.757	8.296834624278686
181	144	8	17.983	7.259730296243851
181	162	9	15.73	6.453093596661201
217	21	1	130.939	61.556672653251425
217	43	2	70.361	30.06256106321581
217	65	3	48.636	19.887540395665845
217	86	4	37.33	15.031280531607905
217	108	5	30.013	11.969353015909999
217	130	6	24.885	9.943770197832922
217	151	7	21.461	8.560861759723707
217	173	8	18.544	7.472197258487167
217	195	9	16.18	6.6291801318886145
