1000	3	2473.352
1000	6	1252.306
1000	7	1069.228
1000	10	748.31
1000	1	7482.604
1000	4	1872.705
1000	2	3750.547
1000	5	1500.966
1000	8	932.738
1000	9	821.647
1000	12	623.536
1000	11	678.725
1000	14	537.616
1000	13	578.736
1000	16	469.053
1000	22	340.455
1000	17	438.673
1000	15	501.111
1000	18	417.993
1000	19	394.555
1000	20	373.963
1000	21	355.641
1000	23	324.603
1000	25	297.39
1000	24	311.358
1000	26	288.421
1000	27	278.019
1000	28	269.173
1000	31	242.002
1000	29	254.22
1000	30	247.756
1000	32	234.593
1000	34	221.858
1000	33	227.952
1000	38	196.775
1000	37	202.183
1000	35	210.967
1000	36	207.419
1000	39	190.82
1000	40	188.295
1000	41	181.54
1000	42	178.284
1000	43	172.887
1000	45	165.338
1000	44	171.095
1000	47	157.847
1000	46	163.137
1000	48	155.041
1000	49	151.815
1000	50	149.285
1000	51	145.765
1000	52	143.372
1000	53	139.742
1000	55	136.147
1000	56	133.03
1000	54	137.592
1000	58	126.354
1000	57	131.374
1000	60	124.387
1000	59	126.514
1000	61	122.438
1000	62	120.071
1000	63	116.944
1000	64	116.183
1000	65	115.39
1000	66	113.202
1000	68	109.224
1000	67	112.063
1000	69	107.374
1000	70	106.95
1000	71	104.681
1000	72	102.834
1000	73	101.951
1000	74	100.149
1000	75	98.622
1000	76	97.393
1000	78	95.435
1000	77	97.213
1000	80	93.124
1000	79	94.034
1000	81	91.296
1000	82	90.696
1000	83	88.921
1000	84	87.957
1000	85	88.079
1000	88	84.713
1000	86	87.126
1000	87	85.182
1000	90	82.823
1000	91	81.116
1000	89	84.39
1000	92	80.759
1000	93	80.26
1000	94	79.138
1000	97	76.956
1000	95	77.824
1000	96	77.375
1000	98	76.417
1000	99	75.043
1000	102	72.74
1000	100	74.119
1000	101	73.682
1000	103	71.9
1000	104	71.08
1000	105	70.785
1000	108	68.359
1000	107	69.148
1000	106	69.253
1000	110	67.03
1000	111	66.342
1000	109	68.158
1000	112	66.5
1000	113	65.336
1000	114	65.183
1000	117	63.251
1000	115	65.441
1000	116	64.539
1000	118	62.875
1000	121	61.269
1000	119	61.975
1000	120	61.993
1000	123	60.19
1000	122	60.444
1000	124	60.046
1000	125	58.674
1000	127	57.6
1000	126	59.047
1000	128	57.615
1000	130	56.965
1000	129	58.031
1000	131	56.608
1000	132	56.155
1000	133	56.221
1000	134	55.474
1000	135	55.055
1000	136	54.559
1000	138	53.923
1000	137	54.076
1000	139	53.602
1000	140	53.001
1000	142	52.586
1000	141	52.288
1000	143	51.934
1000	144	51.547
1000	147	50.277
1000	145	51.411
1000	148	50.089
1000	149	49.577
1000	146	50.772
1000	151	49.162
1000	150	49.169
1000	152	48.845
1000	153	48.795
1000	155	47.742
1000	154	47.726
1000	158	46.78
1000	156	48.021
1000	157	47.496
1000	159	46.411
1000	161	45.904
1000	160	46.164
1000	162	45.502
1000	163	45.419
1000	165	44.849
1000	164	45.004
1000	167	44.206
1000	166	44.633
1000	168	44.396
1000	169	43.534
1000	170	43.478
1000	171	43.55
1000	172	43.227
1000	173	42.903
1000	174	42.518
1000	175	42.607
1000	177	41.657
1000	176	41.969
1000	178	41.749
1000	179	41.579
1000	180	40.868
1000	181	40.749
1000	182	40.22
1000	183	40.796
1000	184	39.819
1000	185	39.672
1000	186	39.769
1000	189	38.937
1000	188	39.123
1000	187	39.437
1000	190	38.931
1000	191	38.607
1000	192	38.427
1000	193	38.677
1000	194	38.163
