50	1	220.171
50	2	112.322
50	4	55.646
50	3	75.451
50	12	18.305
50	7	31.193
50	8	27.776
50	10	22.225
50	13	16.768
50	14	15.351
50	16	13.609
50	6	37.037
50	11	19.948
50	17	12.719
50	5	44.112
50	15	14.357
50	21	9.901
50	22	9.383
50	23	8.955
50	9	24.837
50	18	11.928
50	19	11.065
50	20	10.542
50	25	8.091
50	29	6.811
50	24	8.562
50	27	7.525
50	30	6.554
50	28	7.097
50	26	7.708
50	32	5.936
50	34	5.519
50	36	5.146
50	33	5.76
50	31	6.261
50	37	4.928
50	35	5.451
50	41	4.078
50	38	4.679
50	39	4.51
50	42	3.9
50	43	3.697
50	45	3.199
50	46	2.994
50	40	4.275
50	49	2.21
50	50	1.827
50	48	2.446
50	44	3.456
50	47	2.726
