1000, 1, 100, 10, 0, 0.09965464277019735, 705, 100.0, 250, 2, 14100, 0, 8, 690.0, 748.0, 1.0217391304347827, 0.9425133689839572, 1
1000, 1, 100, 10, 0, 0.09961499771728173, 729, 100.0, 274, 2, 14580, 0, 15, 690.0, 748.0, 1.0565217391304347, 0.9745989304812834, 1
1000, 1, 100, 10, 0, 0.09951312491616698, 577, 100.0, 199, 2, 11540, 0, 7, 690.0, 748.0, 0.836231884057971, 0.7713903743315508, 1
1000, 1, 100, 10, 0, 0.09951327025081175, 737, 100.0, 130, 2, 14740, 0, 15, 690.0, 748.0, 1.0681159420289854, 0.9852941176470589, 1
1000, 1, 100, 10, 0, 0.09946686607376859, 877, 100.0, 134, 2, 17540, 0, 21, 690.0, 748.0, 1.271014492753623, 1.1724598930481283, 1
1000, 1, 100, 10, 0, 0.09933683522831938, 615, 100.0, 21, 2, 12300, 0, 11, 690.0, 748.0, 0.8913043478260869, 0.8221925133689839, 1
1000, 1, 100, 10, 0, 0.09946922251701637, 965, 100.0, 429, 2, 19300, 0, 16, 690.0, 748.0, 1.3985507246376812, 1.2901069518716577, 1
1000, 1, 100, 10, 0, 0.09960121849744427, 824, 100.0, 232, 2, 16480, 0, 11, 690.0, 748.0, 1.1942028985507247, 1.1016042780748663, 1
1000, 1, 100, 10, 0, 0.09950490143985695, 821, 100.0, 229, 2, 16420, 0, 17, 690.0, 748.0, 1.1898550724637682, 1.0975935828877006, 1
1000, 1, 100, 10, 0, 0.09943772878765138, 854, 100.0, 70, 2, 17080, 0, 22, 690.0, 748.0, 1.23768115942029, 1.141711229946524, 1
