1000, 32, 100, 10, 31, 0.1271735371840384, 24, 100.0, 10, 7, 258, 0, 9, 21.0, 23.0, 1.1428571428571428, 1.0434782608695652, 6
1000, 32, 100, 10, 31, 0.12872407401898087, 23, 100.0, 16, 7, 166, 20, 10, 21.0, 23.0, 1.0952380952380953, 1.0, 6
1000, 32, 100, 10, 31, 0.12740126017727466, 29, 100.0, 14, 7, 95, 0, 10, 21.0, 23.0, 1.380952380952381, 1.2608695652173914, 7
1000, 32, 100, 10, 31, 0.1239109426149802, 31, 100.0, 9, 7, 148, 0, 10, 21.0, 23.0, 1.4761904761904763, 1.3478260869565217, 8
1000, 32, 100, 10, 31, 0.12844275542948083, 26, 100.0, 8, 7, 117, 4, 10, 21.0, 23.0, 1.2380952380952381, 1.1304347826086956, 8
1000, 32, 100, 10, 31, 0.12740126017727466, 29, 100.0, 17, 7, 132, 0, 10, 21.0, 23.0, 1.380952380952381, 1.2608695652173914, 8
1000, 32, 100, 10, 31, 0.1235236381720706, 30, 100.0, 10, 7, 306, 0, 10, 21.0, 23.0, 1.4285714285714286, 1.3043478260869565, 5
1000, 32, 100, 10, 31, 0.12836443878770296, 20, 100.0, 7, 7, 334, 0, 10, 21.0, 23.0, 0.9523809523809523, 0.8695652173913043, 7
1000, 32, 100, 10, 31, 0.12362293717353844, 28, 100.0, 12, 7, 100, 0, 10, 21.0, 23.0, 1.3333333333333333, 1.2173913043478262, 8
1000, 32, 100, 10, 31, 0.12740126017727466, 29, 100.0, 7, 7, 500, 0, 10, 21.0, 23.0, 1.380952380952381, 1.2608695652173914, 7
