1000, 4, 100, 10, 3, 0.10061593508090053, 195, 100.0, 14, 2, 3945, 39, 85, 172.0, 187.0, 1.1337209302325582, 1.0427807486631016, 14
1000, 4, 100, 10, 3, 0.10013131052063638, 230, 100.0, 33, 2, 4647, 41, 70, 172.0, 187.0, 1.3372093023255813, 1.2299465240641712, 50
1000, 4, 100, 10, 3, 0.10066966983671491, 188, 100.0, 33, 2, 3796, 28, 37, 172.0, 187.0, 1.0930232558139534, 1.0053475935828877, 38
1000, 4, 100, 10, 3, 0.10032866716261757, 183, 100.0, 85, 2, 3726, 60, 53, 172.0, 187.0, 1.063953488372093, 0.9786096256684492, 11
1000, 4, 100, 10, 3, 0.10041705928292911, 185, 100.0, 53, 2, 3737, 29, 62, 172.0, 187.0, 1.0755813953488371, 0.9893048128342246, 72
1000, 4, 100, 10, 3, 0.10099426964657518, 158, 100.0, 47, 2, 3224, 54, 42, 172.0, 187.0, 0.9186046511627907, 0.8449197860962567, 7
1000, 4, 100, 10, 3, 0.10061118510160778, 184, 100.0, 56, 2, 3704, 18, 40, 172.0, 187.0, 1.069767441860465, 0.983957219251337, 18
1000, 4, 100, 10, 3, 0.10061593508090053, 195, 100.0, 40, 2, 3943, 39, 54, 172.0, 187.0, 1.1337209302325582, 1.0427807486631016, 16
1000, 4, 100, 10, 3, 0.10011952638800369, 216, 100.0, 53, 2, 4347, 21, 72, 172.0, 187.0, 1.255813953488372, 1.1550802139037433, 20
1000, 4, 100, 10, 3, 0.10125096765209576, 154, 100.0, 55, 2, 3110, 24, 30, 172.0, 187.0, 0.8953488372093024, 0.8235294117647058, 14
