1000, 64, 0, 1, 0, 0.0, 152, 100.0, 0, 0, 304, 0, 70, 107.0, 115.0, 1.4205607476635513, 1.3217391304347825, 0, 64, 187
1000, 64, 0, 1, 0, 0.0, 134, 100.0, 0, 0, 268, 0, 67, 107.0, 115.0, 1.2523364485981308, 1.1652173913043478, 0, 64, 203
1000, 64, 0, 1, 0, 0.0, 190, 100.0, 0, 0, 380, 0, 122, 107.0, 115.0, 1.7757009345794392, 1.6521739130434783, 0, 64, 265
1000, 64, 0, 1, 0, 0.0011666666666666665, 138, 100.0, 0, 0, 276, 0, 100, 107.0, 115.0, 1.2897196261682242, 1.2, 0, 64, 174
1000, 64, 0, 1, 0, 2.1666666666666668E-4, 159, 100.0, 0, 0, 318, 0, 106, 107.0, 115.0, 1.485981308411215, 1.382608695652174, 0, 64, 202
1000, 64, 0, 1, 0, 0.0, 127, 100.0, 0, 0, 254, 0, 31, 107.0, 115.0, 1.1869158878504673, 1.1043478260869566, 0, 64, 169
1000, 64, 0, 1, 0, 0.0, 118, 100.0, 0, 0, 236, 0, 64, 107.0, 115.0, 1.102803738317757, 1.0260869565217392, 0, 64, 162
1000, 64, 0, 1, 0, 8.333333333333333E-4, 142, 100.0, 0, 0, 284, 0, 86, 107.0, 115.0, 1.3271028037383177, 1.2347826086956522, 0, 64, 184
1000, 64, 0, 1, 0, 0.0, 145, 100.0, 0, 0, 290, 0, 60, 107.0, 115.0, 1.355140186915888, 1.2608695652173914, 0, 64, 177
1000, 64, 0, 1, 0, 0.0, 136, 100.0, 0, 0, 272, 0, 64, 107.0, 115.0, 1.2710280373831775, 1.182608695652174, 0, 64, 171
