1000, 32, 0, 1, 0, 5.0E-4, 240, 100.0, 0, 0, 945, 0, 2874, 215.0, 232.0, 1.1162790697674418, 1.0344827586206897, 0, 32, 260
1000, 32, 0, 1, 0, 0.0, 277, 100.0, 0, 0, 994, 0, 3383, 215.0, 232.0, 1.2883720930232558, 1.1939655172413792, 0, 32, 281
1000, 32, 0, 1, 0, 0.0, 220, 100.0, 0, 0, 814, 0, 3011, 215.0, 232.0, 1.0232558139534884, 0.9482758620689655, 0, 32, 247
1000, 32, 0, 1, 0, 0.0, 210, 100.0, 0, 0, 698, 0, 2706, 215.0, 232.0, 0.9767441860465116, 0.9051724137931034, 0, 32, 238
1000, 32, 0, 1, 0, 0.0, 240, 100.0, 0, 0, 1010, 0, 3389, 215.0, 232.0, 1.1162790697674418, 1.0344827586206897, 0, 32, 289
1000, 32, 0, 1, 0, 0.0, 210, 100.0, 0, 0, 801, 0, 1985, 215.0, 232.0, 0.9767441860465116, 0.9051724137931034, 0, 32, 217
1000, 32, 0, 1, 0, 0.0011666666666666665, 220, 100.0, 0, 0, 1006, 0, 2433, 215.0, 232.0, 1.0232558139534884, 0.9482758620689655, 0, 32, 256
1000, 32, 0, 1, 0, 0.0, 280, 100.0, 0, 0, 1043, 0, 4104, 215.0, 232.0, 1.302325581395349, 1.206896551724138, 0, 32, 280
1000, 32, 0, 1, 0, 0.0, 221, 100.0, 0, 0, 1029, 0, 2672, 215.0, 232.0, 1.027906976744186, 0.9525862068965517, 0, 32, 247
1000, 32, 0, 1, 0, 0.0, 254, 100.0, 0, 0, 1058, 0, 3132, 215.0, 232.0, 1.1813953488372093, 1.0948275862068966, 0, 32, 282
