1000, 64, 0, 1, 0, 0.0, 105, 100.0, 0, 0, 89, 0, 12, 107.0, 115.0, 0.9813084112149533, 0.9130434782608695, 0, 64, 109
1000, 64, 0, 1, 0, 0.0, 134, 100.0, 0, 0, 77, 0, 12, 107.0, 115.0, 1.2523364485981308, 1.1652173913043478, 0, 64, 149
1000, 64, 0, 1, 0, 0.0, 94, 100.0, 0, 0, 59, 0, 12, 107.0, 115.0, 0.8785046728971962, 0.8173913043478261, 0, 64, 104
1000, 64, 0, 1, 0, 0.0, 105, 100.0, 0, 0, 114, 0, 12, 107.0, 115.0, 0.9813084112149533, 0.9130434782608695, 0, 64, 112
1000, 64, 0, 1, 0, 6.666666666666668E-4, 121, 100.0, 0, 0, 74, 0, 12, 107.0, 115.0, 1.1308411214953271, 1.0521739130434782, 0, 64, 124
1000, 64, 0, 1, 0, 0.0, 160, 100.0, 0, 0, 92, 0, 12, 107.0, 115.0, 1.4953271028037383, 1.391304347826087, 0, 64, 195
1000, 64, 0, 1, 0, 0.0, 126, 100.0, 0, 0, 78, 0, 12, 107.0, 115.0, 1.1775700934579438, 1.0956521739130434, 0, 64, 137
1000, 64, 0, 1, 0, 0.0, 119, 100.0, 0, 0, 141, 0, 12, 107.0, 115.0, 1.1121495327102804, 1.0347826086956522, 0, 64, 147
1000, 64, 0, 1, 0, 0.0011666666666666665, 133, 100.0, 0, 0, 70, 0, 12, 107.0, 115.0, 1.2429906542056075, 1.1565217391304348, 0, 64, 155
1000, 64, 0, 1, 0, 7.5E-4, 101, 100.0, 0, 0, 81, 0, 12, 107.0, 115.0, 0.9439252336448598, 0.8782608695652174, 0, 64, 110
