1000,1,10,100,50,748.3970443550074,753.29,148.25,1,15.18,15066.4,1,q17,sontrue,trafficfalse
1000,1,10,100,50,748.3970443550074,763.87,175.59,1,32069.19,22821.07,1,q22,sontrue,traffictrue
1000,1,10,100,50,748.3970443550074,764.47,222.34,1,147900.33,45868.8,1,q73,sonfalse,trafficfalse
1000,1,10,100,50,748.3970443550074,765.38,295.86,1,10,53610.54,1,q87,sontrue,traffictrue
1000,1,10,100,50,748.3970443550074,766.12,290.9,1,10,53664.15,1,q87,sonfalse,traffictrue
1000,1,10,100,50,748.3970443550074,766.37,202.1,1,41812.57,30655.2,1,q54,sonfalse,trafficfalse
1000,1,10,100,50,748.3970443550074,769.09,204.9,1,41960.86,30763.2,1,q54,sontrue,trafficfalse
1000,1,10,100,50,748.3970443550074,769.97,138.94,1,1.99,15400.79,1,q17,sonfalse,traffictrue
1000,1,10,100,50,748.3970443550074,770.68,215.69,1,40719.14,49329.05,1,q54,sontrue,traffictrue
1000,1,10,100,50,748.3970443550074,777.3,237.46,1,41093.94,49760.49,1,q54,sonfalse,traffictrue
1000,1,10,100,50,748.3970443550074,777.42,157.15,1,15.38,15548,1,q17,sonfalse,trafficfalse
1000,1,10,100,50,748.3970443550074,778.83,138.86,1,32782.58,15576.6,1,q22,sontrue,trafficfalse
1000,1,10,100,50,748.3970443550074,778.87,231.5,1,149114.43,80928.34,1,q73,sonfalse,traffictrue
1000,1,10,100,50,748.3970443550074,779.11,293.66,1,78.13,54538.4,1,q87,sontrue,trafficfalse
1000,1,10,100,50,748.3970443550074,781.08,159.43,1,32767.6,23333.16,1,q22,sonfalse,traffictrue
1000,1,10,100,50,748.3970443550074,781.08,296.7,1,78.2,54675.6,1,q87,sonfalse,trafficfalse
1000,1,10,100,50,748.3970443550074,783.59,233.99,1,150095.6,81402.46,1,q73,sontrue,traffictrue
1000,1,10,100,50,748.3970443550074,783.97,240.88,1,151655.36,47038.2,1,q73,sontrue,trafficfalse
1000,1,10,100,50,748.3970443550074,785.7,155.41,1,2,15716,1,q17,sontrue,traffictrue
1000,1,10,100,50,748.3970443550074,791.72,143.57,1,33326.17,15834.4,1,q22,sonfalse,trafficfalse
1000,2,10,100,50,374.1484470606496,410.71,93.71,59.14,44.59,8248.35,2,q17,sontrue,trafficfalse
1000,2,10,100,50,374.1484470606496,411.27,99.4,0,20407.57,12300.1,2,q22,sonfalse,traffictrue
1000,2,10,100,50,374.1484470606496,412.01,141.16,0,24192.33,26409.85,2,q54,sonfalse,traffictrue
1000,2,10,100,50,374.1484470606496,414.37,125.56,48.17,62951568.58,41048.49,2,q73,sontrue,trafficfalse
