


1040,2333,2000,11381
0,2393,2000,11708
1665,2417,2000,11819
907,2422,2000,11855
25,2449,2000,12069
281,2452,2000,11894
1649,2464,2000,11911
1988,2468,2000,11986
950,2471,2000,12018
823,2494,2000,11903
355,2512,2000,12239
284,2515,2000,12181
1730,2531,2000,12313
1858,2551,2000,12411
133,2559,2000,12444
1749,2565,2000,12493
1421,2569,2000,12412
1677,2574,2000,12192
95,2578,2000,12663
1966,2579,2000,12637
118,2581,2000,12762
164,2581,2000,12171
1760,2590,2000,12703
1273,2592,2000,12615
1247,2594,2000,12342
826,2595,2000,12652
1868,2605,2000,12634
105,2618,2000,12850
607,2625,2000,12787
661,2626,2000,12474
1953,2627,2000,12764
589,2628,2000,12776
1522,2633,2000,12745
951,2646,2000,12472
1167,2648,2000,12811
1408,2656,2000,12847
165,2658,2000,12916
542,2664,2000,13045
551,2669,2000,12985
1089,2671,2000,12666
1748,2673,2000,12966
1052,2674,2000,13068
766,2678,2000,12699
1389,2684,2000,12934
291,2689,2000,12941
1584,2690,2000,12706
827,2692,2000,13011
491,2695,2000,13150
1288,2695,2000,13033
1526,2697,2000,12791
1451,2698,2000,12769
910,2700,2000,12841
1627,2700,2000,13123
864,2705,2000,13175
1047,2710,2000,13183
1214,2715,2000,13195
1680,2715,2000,12844
336,2716,2000,13124
1385,2717,2000,13287
1952,2718,2000,12787
1064,2720,2000,13231
1422,2720,2000,13214
1559,2723,2000,12860
324,2724,2000,12940
209,2726,2000,13301
1687,2726,2000,12812
1319,2728,2000,12783
1768,2732,2000,13235
1582,2734,2000,13220
630,2735,2000,12865
1489,2735,2000,13223
96,2742,2000,13408
1597,2743,2000,13332
266,2746,2000,13414
808,2746,2000,13442
1959,2746,2000,13281
1123,2748,2000,13382
1237,2750,2000,13466
763,2751,2000,13051
1517,2753,2000,13081
239,2758,2000,13361
601,2765,2000,13473
706,2765,2000,13376
914,2765,2000,13366
1419,2767,2000,13031
334,2769,2000,13110
1213,2773,2000,13456
774,2775,2000,13428
1791,2775,2000,13072
413,2777,2000,13166
1553,2780,2000,13212
1708,2781,2000,13533
77,2782,2000,13673
7,2784,2000,13189
1225,2784,2000,13179
1899,2786,2000,13100
430,2787,2000,13487
635,2789,2000,13669
983,2790,2000,13471
1928,2791,2000,13179
1082,2793,2000,13156
208,2794,2000,13256
604,2795,2000,13549
1964,2797,2000,13455
219,2800,2000,13297
1440,2801,2000,13559
1936,2801,2000,13187
1118,2806,2000,13658
1979,2806,2000,13667
1812,2807,2000,13684
1444,2808,2000,13709
672,2809,2000,13727
342,2810,2000,13740
617,2810,2000,13706
659,2810,2000,13635
993,2810,2000,13719
1353,2811,2000,13662
111,2812,2000,13740
236,2812,2000,13414
912,2812,2000,13676
1207,2813,2000,13652
546,2816,2000,13811
1318,2819,2000,13753
50,2823,2000,13902
775,2823,2000,13756
1175,2823,2000,13295
65,2824,2000,13735
1533,2825,2000,13851
1215,2826,2000,13789
1529,2826,2000,13356
1570,2829,2000,13805
1574,2833,2000,13614
1830,2833,2000,13783
1929,2833,2000,13783
458,2834,2000,13675
1126,2835,2000,13491
186,2844,2000,13886
658,2844,2000,13849
811,2844,2000,13369
101,2848,2000,13926
1673,2848,2000,13525
696,2850,2000,13462
1010,2851,2000,13481
632,2852,2000,13910
249,2853,2000,13940
622,2854,2000,13919
1446,2855,2000,13474
499,2857,2000,13913
1084,2857,2000,13929
1696,2858,2000,13813
513,2863,2000,13950
1792,2864,2000,13460
1752,2865,2000,13530
151,2868,2000,14131
308,2869,2000,14029
1169,2869,2000,13539
710,2870,2000,13613
1024,2870,2000,13629
1477,2870,2000,13968
1731,2870,2000,13938
70,2871,2000,13557
1562,2873,2000,13944
1020,2875,2000,14004
1977,2875,2000,13438
1246,2876,2000,14071
1397,2876,2000,13615
108,2877,2000,14057
127,2877,2000,14064
643,2877,2000,14029
509,2878,2000,13950
756,2879,2000,13976
1282,2879,2000,13557
683,2880,2000,14041
971,2882,2000,13600
1136,2882,2000,13583
1648,2884,2000,13608
1865,2885,2000,13983
259,2886,2000,13659
621,2886,2000,13544
52,2887,2000,14004
1195,2887,2000,14105
1722,2887,2000,14050
1058,2890,2000,14000
991,2893,2000,14074
454,2897,2000,14048
1260,2898,2000,13700
435,2899,2000,13684
819,2899,2000,13696
666,2900,2000,14118
753,2900,2000,14186
980,2901,2000,14129
1250,2901,2000,13776
548,2903,2000,13710
1355,2903,2000,14195
1855,2904,2000,14126
1620,2905,2000,14151
386,2906,2000,14100
462,2909,2000,14145
1700,2909,2000,13998
789,2910,2000,13675
1564,2910,2000,13776
106,2911,2000,13839
250,2911,2000,13941
692,2911,2000,14234
1178,2911,2000,14091
1181,2911,2000,14134
1254,2911,2000,14065
1324,2911,2000,14169
438,2912,2000,14140
979,2912,2000,13733
1196,2914,2000,14224
157,2915,2000,13863
1357,2915,2000,13801
677,2916,2000,14148
1012,2916,2000,14321
495,2917,2000,14198
818,2918,2000,14123
1547,2923,2000,13865
1980,2928,2000,14178
139,2929,2000,14279
123,2930,2000,14340
1139,2931,2000,13899
1177,2931,2000,14292
1678,2931,2000,13870
1032,2932,2000,14250
318,2933,2000,14343
1893,2933,2000,14338
17,2934,2000,14299
1658,2935,2000,13877
293,2936,2000,13820
975,2936,2000,13880
92,2939,2000,13871
620,2939,2000,14275
931,2939,2000,14318
1346,2940,2000,14239
1478,2940,2000,13954
840,2941,2000,14401
41,2942,2000,14345
1334,2945,2000,14298
10,2946,2000,14332
1327,2946,2000,13880
1961,2948,2000,14331
1838,2949,2000,14382
228,2950,2000,14033
599,2950,2000,14301
1157,2952,2000,14329
1206,2952,2000,13888
1609,2952,2000,13946
402,2954,2000,13935
1161,2954,2000,13940
1231,2954,2000,14381
1068,2955,2000,14434
1013,2957,2000,14408
1362,2957,2000,13871
667,2958,2000,14393
1266,2958,2000,14452
1756,2959,2000,13979
937,2962,2000,14087
461,2965,2000,13980
1821,2965,2000,13972
898,2966,2000,14464
730,2967,2000,13960
504,2969,2000,14389
1293,2969,2000,14523
571,2970,2000,14432
1486,2970,2000,14488
595,2971,2000,14001
799,2972,2000,14438
16,2974,2000,14189
79,2974,2000,14147
1326,2974,2000,14624
742,2975,2000,14542
534,2976,2000,14104
1112,2976,2000,14104
915,2978,2000,14070
1571,2978,2000,14483
1550,2979,2000,14067
519,2980,2000,14241
1428,2981,2000,14534
758,2982,2000,14162
759,2982,2000,14576
1332,2983,2000,14150
1351,2983,2000,14386
1699,2983,2000,14041
257,2984,2000,14524
1257,2984,2000,14116
177,2985,2000,14562
906,2985,2000,14133
1676,2985,2000,14128
1957,2986,2000,13969
246,2988,2000,14498
408,2989,2000,14587
490,2989,2000,14608
994,2989,2000,14489
1839,2989,2000,14096
179,2991,2000,14138
642,2991,2000,14126
1373,2991,2000,14140
1476,2991,2000,14095
1614,2991,2000,14620
61,2992,2000,14582
1035,2992,2000,14602
1114,2993,2000,14125
1518,2994,2000,14135
1771,2994,2000,14159
679,2995,2000,14165
465,2996,2000,14152
510,2996,2000,14649
1837,2996,2000,14525
87,2999,2000,14565
1745,2999,2000,14122
417,3003,2000,14130
23,3005,2000,14312
447,3006,2000,14634
606,3006,2000,14657
1205,3012,2000,14571
722,3013,2000,14714
1426,3013,2000,14596
1916,3014,2000,14176
4,3016,2000,14706
64,3016,2000,14394
222,3016,2000,14741
231,3017,2000,14580
270,3017,2000,14302
354,3017,2000,14777
1567,3018,2000,14587
1698,3018,2000,14781
1788,3018,2000,14222
306,3021,2000,14259
1283,3021,2000,14296
1297,3021,2000,14714
678,3022,2000,14733
1871,3022,2000,14664
986,3023,2000,14214
1999,3023,2000,14294
1039,3024,2000,14707
1042,3024,2000,14291
1193,3024,2000,14223
1278,3024,2000,14176
805,3025,2000,14289
1005,3025,2000,14278
567,3026,2000,14620
1088,3026,2000,14777
383,3027,2000,14308
585,3027,2000,14319
745,3027,2000,14280
1331,3027,2000,14268
1404,3028,2000,14312
619,3030,2000,14225
1655,3030,2000,14779
1765,3030,2000,14648
613,3031,2000,14861
748,3031,2000,14805
1601,3031,2000,14646
401,3033,2000,14444
441,3033,2000,14385
752,3033,2000,14268
1241,3033,2000,14334
47,3035,2000,14788
1003,3035,2000,14385
1560,3035,2000,14243
508,3036,2000,14909
896,3036,2000,14338
927,3036,2000,14771
1079,3036,2000,14357
1770,3036,2000,14334
433,3037,2000,14260
1284,3037,2000,14322
1481,3037,2000,14399
839,3039,2000,14419
1067,3039,2000,14815
1930,3039,2000,14757
99,3040,2000,14486
524,3041,2000,14813
1599,3041,2000,14332
373,3042,2000,14341
1122,3042,2000,14406
425,3043,2000,14686
1038,3043,2000,14357
1080,3043,2000,14832
135,3044,2000,14395
1443,3044,2000,14766
1286,3049,2000,14750
1336,3049,2000,14883
62,3050,2000,14881
702,3051,2000,14379
518,3052,2000,14908
626,3052,2000,14565
1516,3052,2000,14431
1004,3053,2000,14807
1466,3053,2000,14928
1789,3053,2000,14775
892,3054,2000,14389
1102,3054,2000,14758
1142,3056,2000,14819
1399,3056,2000,14436
1841,3056,2000,14414
1210,3058,2000,14902
1657,3058,2000,14466
29,3059,2000,14920
51,3059,2000,14899
1816,3061,2000,14395
466,3062,2000,14916
1503,3062,2000,14747
424,3063,2000,14923
372,3064,2000,14850
1882,3064,2000,14478
741,3065,2000,14496
891,3065,2000,14434
155,3066,2000,14494
443,3066,2000,14946
1576,3066,2000,14858
426,3067,2000,14627
830,3067,2000,14998
1310,3067,2000,15016
195,3068,2000,14857
648,3068,2000,14506
836,3068,2000,14547
1280,3068,2000,14875
1974,3069,2000,14451
618,3070,2000,14919
1251,3070,2000,14968
104,3071,2000,14980
533,3072,2000,14994
1147,3073,2000,14545
1406,3073,2000,14905
1826,3073,2000,14486
1589,3074,2000,14556
374,3075,2000,14874
569,3075,2000,14532
1989,3075,2000,14949
1179,3076,2000,14965
1057,3077,2000,14647
1245,3077,2000,14994
1455,3077,2000,14911
1741,3078,2000,14549
1736,3079,2000,14556
882,3080,2000,15064
1063,3080,2000,14979
527,3081,2000,14980
1338,3082,2000,15059
1502,3083,2000,14520
1927,3083,2000,15047
1611,3085,2000,14537
78,3087,2000,15093
1211,3087,2000,14531
1969,3087,2000,14974
66,3088,2000,15080
1199,3088,2000,15011
1449,3088,2000,14517
780,3089,2000,15133
668,3090,2000,14671
1775,3090,2000,14534
1073,3091,2000,14956
1128,3091,2000,15071
1055,3092,2000,15054
1711,3092,2000,15007
662,3093,2000,14664
872,3093,2000,15019
1935,3093,2000,15037
699,3094,2000,14619
316,3097,2000,14966
471,3097,2000,14638
394,3099,2000,15158
175,3100,2000,14655
584,3100,2000,14615
1873,3101,2000,15117
869,3105,2000,14732
1149,3105,2000,14732
33,3106,2000,15099
268,3106,2000,15031
579,3106,2000,15170
1447,3106,2000,14631
1934,3106,2000,14674
1190,3107,2000,14548
900,3108,2000,15138
997,3109,2000,14576
1552,3109,2000,14686
1145,3111,2000,15118
1315,3111,2000,15025
115,3113,2000,14755
169,3113,2000,15176
1663,3113,2000,14706
124,3114,2000,15196
838,3114,2000,14623
1577,3116,2000,15136
166,3117,2000,15085
437,3117,2000,15164
1596,3117,2000,15037
1224,3118,2000,14736
1255,3118,2000,15232
1924,3119,2000,15219
952,3120,2000,14730
1200,3120,2000,15156
820,3121,2000,14672
1494,3121,2000,15110
388,3122,2000,14715
596,3122,2000,14706
297,3123,2000,15195
326,3123,2000,15247
916,3123,2000,14723
1343,3124,2000,15215
1520,3127,2000,15166
377,3129,2000,14793
564,3129,2000,15335
629,3130,2000,14834
1390,3130,2000,15244
399,3132,2000,14770
688,3134,2000,15303
895,3134,2000,15419
1452,3134,2000,14784
1776,3134,2000,14823
1706,3137,2000,15182
1978,3137,2000,15297
201,3139,2000,15271
493,3139,2000,15230
680,3139,2000,15320
682,3139,2000,14929
834,3139,2000,15287
1342,3139,2000,15288
1923,3141,2000,15187
846,3142,2000,14815
235,3143,2000,15269
1308,3143,2000,14833
1684,3143,2000,14827
1747,3143,2000,15272
178,3144,2000,14957
481,3144,2000,14913
1413,3144,2000,15165
1892,3144,2000,14846
647,3146,2000,14831
320,3147,2000,14809
851,3148,2000,15224
1962,3150,2000,14860
1259,3152,2000,15265
357,3154,2000,15367
590,3154,2000,15286
1061,3154,2000,15362
1615,3154,2000,14924
1864,3154,2000,15298
1884,3154,2000,15394
366,3155,2000,15390
1188,3156,2000,14935
147,3157,2000,15496
1993,3158,2000,15482
704,3159,2000,14936
1235,3160,2000,14844
415,3161,2000,14854
1030,3161,2000,14899
187,3163,2000,15342
862,3163,2000,15330
183,3164,2000,15388
440,3166,2000,15309
1368,3169,2000,15400
580,3170,2000,14860
1734,3170,2000,15020
1764,3171,2000,15510
670,3172,2000,15475
1015,3172,2000,15059
1940,3172,2000,14942
128,3173,2000,15662
453,3173,2000,14985
74,3174,2000,15464
422,3175,2000,15025
717,3175,2000,15018
1902,3175,2000,15478
512,3176,2000,15421
300,3177,2000,15378
398,3177,2000,15449
1797,3177,2000,14971
982,3178,2000,15462
884,3179,2000,15402
185,3180,2000,15011
814,3180,2000,15098
1998,3180,2000,15059
410,3182,2000,15146
1631,3182,2000,15094
1709,3182,2000,15486
640,3183,2000,15475
1158,3183,2000,15503
1268,3184,2000,15489
1659,3186,2000,15011
442,3187,2000,15020
652,3187,2000,15463
301,3189,2000,15520
345,3189,2000,15109
535,3189,2000,15418
953,3189,2000,15506
218,3190,2000,15615
419,3190,2000,15110
828,3190,2000,15078
14,3191,2000,15463
138,3191,2000,15429
449,3191,2000,15484
89,3192,2000,15585
85,3195,2000,15509
870,3195,2000,15092
1459,3195,2000,15077
1883,3196,2000,15045
1630,3197,2000,15058
468,3199,2000,15611
71,3200,2000,15777
719,3200,2000,15634
1753,3200,2000,15126
1894,3200,2000,15574
1,3201,2000,15524
331,3201,2000,15486
420,3201,2000,15635
1258,3201,2000,15592
317,3202,2000,15743
1598,3203,2000,15145
578,3204,2000,15504
1162,3204,2000,15551
364,3205,2000,15142
739,3205,2000,15569
1544,3207,2000,15077
1619,3207,2000,15122
351,3208,2000,15587
84,3210,2000,15675
171,3210,2000,15652
279,3210,2000,15669
322,3210,2000,15601
566,3210,2000,15757
1276,3210,2000,15214
1083,3211,2000,15154
1514,3211,2000,15110
321,3213,2000,15544
824,3215,2000,15567
1750,3215,2000,15134
1997,3215,2000,15299
176,3216,2000,15600
303,3216,2000,15315
359,3216,2000,15254
1653,3216,2000,15704
871,3218,2000,15191
1044,3218,2000,15552
154,3219,2000,15676
1629,3219,2000,15606
