91, 1000, 2, 4, 10, 72.00, 124.76, 0.58 
92, 1000, 2, 4, 10, 73.08, 124.76, 0.59 
93, 1000, 2, 4, 10, 67.91, 124.76, 0.54 
94, 1000, 2, 4, 10, 78.80, 124.76, 0.63 
95, 1000, 2, 4, 10, 69.88, 124.76, 0.56 
96, 1000, 2, 4, 10, 69.10, 124.76, 0.55 
97, 1000, 2, 4, 10, 69.53, 124.76, 0.56 
98, 1000, 2, 4, 10, 71.96, 124.76, 0.58 
99, 1000, 2, 4, 10, 74.40, 124.76, 0.60 
100, 1000, 2, 4, 10, 72.25, 124.76, 0.58 
