653,723,800
258,726,800
744,735,800
201,744,800
609,749,800
703,767,800
150,773,800
673,777,800
405,780,800
134,783,800
249,795,800
567,796,800
177,797,800
449,797,800
458,807,800
597,807,800
605,811,800
337,813,800
293,815,800
640,819,800
783,820,800
118,823,800
246,823,800
221,827,800
463,830,800
711,830,800
245,832,800
311,833,800
495,834,800
575,834,800
642,835,800
129,839,800
513,839,800
728,839,800
658,840,800
33,842,800
582,842,800
630,843,800
479,844,800
589,844,800
485,845,800
41,846,800
171,846,800
280,847,800
125,848,800
154,848,800
331,848,800
412,849,800
363,850,800
124,852,800
408,855,800
229,856,800
371,856,800
159,859,800
521,859,800
95,862,800
668,862,800
498,863,800
224,864,800
345,866,800
122,868,800
200,868,800
39,869,800
443,870,800
591,870,800
652,870,800
217,871,800
17,872,800
309,875,800
754,878,800
610,880,800
773,881,800
75,882,800
799,882,800
762,883,800
25,885,800
172,885,800
16,886,800
0,887,800
727,888,800
274,889,800
212,892,800
325,892,800
482,892,800
464,893,800
465,893,800
222,896,800
308,897,800
534,897,800
536,897,800
638,897,800
726,897,800
775,897,800
203,900,800
541,900,800
497,901,800
460,902,800
656,902,800
295,903,800
401,903,800
471,903,800
139,904,800
233,904,800
737,904,800
104,906,800
600,908,800
748,908,800
36,911,800
613,911,800
12,912,800
418,913,800
503,913,800
296,914,800
780,914,800
11,915,800
272,915,800
148,916,800
286,916,800
461,916,800
411,917,800
73,919,800
226,919,800
43,920,800
426,920,800
611,920,800
491,921,800
686,921,800
42,922,800
428,922,800
390,923,800
606,925,800
128,927,800
357,927,800
37,928,800
180,928,800
239,928,800
599,928,800
335,929,800
750,929,800
782,929,800
459,930,800
162,932,800
685,932,800
79,933,800
114,933,800
787,933,800
216,935,800
778,935,800
290,936,800
675,936,800
176,938,800
127,940,800
312,940,800
643,942,800
797,942,800
517,943,800
451,944,800
31,945,800
457,945,800
785,945,800
106,946,800
94,948,800
378,948,800
738,949,800
62,950,800
725,950,800
213,951,800
419,951,800
697,952,800
377,953,800
576,953,800
760,953,800
386,954,800
564,954,800
566,954,800
705,954,800
90,955,800
663,955,800
766,955,800
2,956,800
328,956,800
91,957,800
294,957,800
524,958,800
544,958,800
731,959,800
427,960,800
555,960,800
770,960,800
23,961,800
268,961,800
518,961,800
619,961,800
625,961,800
354,965,800
525,966,800
496,967,800
590,967,800
241,968,800
329,968,800
387,968,800
587,968,800
708,968,800
123,969,800
647,969,800
22,970,800
276,972,800
414,972,800
97,973,800
232,973,800
256,973,800
319,974,800
407,974,800
10,975,800
3,976,800
189,976,800
353,977,800
481,977,800
756,978,800
149,979,800
158,979,800
291,979,800
115,981,800
542,981,800
489,982,800
777,982,800
51,983,800
671,983,800
554,985,800
734,986,800
438,987,800
19,988,800
571,988,800
338,989,800
768,992,800
265,994,800
374,994,800
635,994,800
209,995,800
509,995,800
632,996,800
356,997,800
257,998,800
264,998,800
349,998,800
692,998,800
32,999,800
648,999,800
739,999,800
445,1001,800
551,1001,800
724,1001,800
305,1002,800
392,1002,800
431,1003,800
531,1003,800
569,1003,800
196,1004,800
119,1005,800
282,1006,800
195,1008,800
85,1009,800
292,1009,800
93,1010,800
454,1011,800
169,1012,800
261,1012,800
423,1012,800
614,1012,800
219,1013,800
277,1016,800
379,1017,800
4,1018,800
50,1018,800
107,1019,800
157,1019,800
168,1019,800
508,1019,800
402,1020,800
672,1020,800
130,1021,800
138,1021,800
251,1021,800
365,1021,800
795,1021,800
204,1022,800
303,1022,800
421,1022,800
302,1023,800
666,1023,800
452,1024,800
588,1024,800
601,1024,800
152,1025,800
342,1025,800
562,1025,800
483,1026,800
774,1027,800
105,1030,800
339,1030,800
706,1030,800
20,1031,800
455,1031,800
512,1031,800
757,1031,800
87,1033,800
108,1033,800
786,1034,800
793,1034,800
400,1035,800
701,1035,800
263,1037,800
415,1037,800
434,1037,800
56,1038,800
372,1038,800
185,1039,800
220,1039,800
98,1040,800
420,1040,800
574,1040,800
751,1040,800
788,1040,800
327,1041,800
621,1041,800
332,1042,800
398,1042,800
620,1042,800
689,1042,800
141,1043,800
145,1043,800
595,1043,800
763,1043,800
35,1044,800
375,1045,800
560,1045,800
629,1045,800
63,1046,800
182,1046,800
72,1047,800
210,1047,800
336,1047,800
608,1047,800
736,1047,800
720,1048,800
660,1049,800
410,1050,800
109,1051,800
368,1051,800
416,1052,800
442,1052,800
456,1052,800
741,1052,800
764,1052,800
683,1053,800
747,1053,800
156,1054,800
385,1054,800
388,1054,800
193,1055,800
320,1055,800
81,1056,800
270,1056,800
547,1056,800
690,1056,800
791,1056,800
188,1057,800
462,1057,800
627,1057,800
794,1057,800
6,1058,800
206,1058,800
324,1060,800
60,1061,800
446,1061,800
691,1061,800
284,1062,800
526,1062,800
585,1062,800
96,1063,800
317,1063,800
355,1063,800
430,1064,800
798,1064,800
27,1065,800
281,1066,800
440,1066,800
247,1067,800
306,1067,800
687,1067,800
227,1068,800
477,1068,800
598,1068,800
678,1068,800
422,1069,800
82,1070,800
679,1070,800
28,1071,800
488,1071,800
743,1071,800
21,1073,800
789,1074,800
486,1076,800
146,1077,800
235,1077,800
243,1077,800
476,1078,800
721,1078,800
510,1079,800
746,1079,800
59,1080,800
693,1080,800
634,1081,800
545,1082,800
228,1083,800
230,1083,800
715,1083,800
322,1084,800
341,1084,800
682,1084,800
765,1084,800
24,1085,800
684,1085,800
30,1086,800
52,1087,800
752,1087,800
321,1088,800
404,1088,800
709,1088,800
163,1089,800
394,1089,800
698,1089,800
323,1093,800
579,1094,800
99,1095,800
199,1095,800
260,1095,800
358,1096,800
520,1096,800
549,1096,800
657,1098,800
719,1098,800
231,1099,800
500,1099,800
343,1100,800
362,1101,800
792,1101,800
78,1102,800
347,1103,800
1,1106,800
399,1106,800
570,1106,800
622,1106,800
469,1107,800
318,1108,800
749,1108,800
197,1109,800
242,1109,800
287,1110,800
539,1110,800
761,1110,800
66,1111,800
530,1111,800
155,1112,800
556,1112,800
670,1112,800
733,1112,800
166,1113,800
313,1114,800
173,1116,800
467,1116,800
244,1117,800
253,1117,800
665,1118,800
5,1119,800
46,1119,800
53,1119,800
64,1119,800
194,1119,800
285,1119,800
439,1119,800
448,1119,800
716,1119,800
623,1120,800
192,1121,800
164,1123,800
650,1123,800
54,1125,800
702,1125,800
215,1126,800
468,1126,800
641,1128,800
713,1128,800
790,1130,800
553,1131,800
578,1131,800
236,1132,800
557,1132,800
13,1133,800
507,1133,800
8,1134,800
144,1134,800
326,1134,800
533,1134,800
121,1135,800
183,1135,800
346,1135,800
655,1135,800
133,1136,800
15,1137,800
86,1137,800
581,1137,800
659,1138,800
136,1139,800
330,1140,800
351,1140,800
466,1140,800
88,1141,800
395,1141,800
61,1142,800
550,1142,800
696,1142,800
710,1142,800
44,1143,800
238,1143,800
289,1143,800
501,1143,800
586,1143,800
252,1145,800
373,1145,800
688,1145,800
381,1147,800
126,1148,800
369,1148,800
396,1148,800
714,1148,800
436,1149,800
615,1149,800
718,1149,800
334,1153,800
187,1155,800
259,1155,800
490,1155,800
699,1155,800
207,1156,800
315,1156,800
740,1156,800
67,1157,800
361,1158,800
669,1158,800
69,1159,800
437,1159,800
499,1161,800
568,1161,800
131,1164,800
316,1168,800
729,1168,800
755,1168,800
68,1169,800
433,1170,800
223,1171,800
413,1173,800
29,1174,800
753,1174,800
776,1174,800
202,1175,800
190,1176,800
695,1176,800
522,1178,800
514,1179,800
730,1179,800
559,1181,800
645,1181,800
704,1181,800
474,1182,800
110,1183,800
781,1184,800
344,1185,800
592,1186,800
677,1186,800
366,1187,800
376,1187,800
563,1187,800
565,1188,800
198,1189,800
511,1189,800
527,1189,800
662,1189,800
191,1192,800
583,1193,800
218,1194,800
441,1194,800
117,1195,800
49,1196,800
602,1196,800
584,1197,800
384,1199,800
112,1200,800
71,1201,800
529,1201,800
604,1201,800
240,1202,800
271,1205,800
409,1206,800
186,1207,800
103,1209,800
403,1209,800
596,1210,800
380,1211,800
143,1212,800
147,1212,800
350,1213,800
594,1213,800
506,1215,800
552,1215,800
505,1217,800
540,1219,800
616,1219,800
269,1221,800
424,1221,800
450,1221,800
175,1228,800
225,1230,800
55,1231,800
515,1231,800
661,1232,800
161,1233,800
262,1234,800
14,1235,800
113,1235,800
447,1235,800
723,1238,800
273,1242,800
174,1243,800
425,1243,800
617,1244,800
676,1244,800
135,1245,800
745,1245,800
297,1247,800
406,1247,800
307,1248,800
603,1251,800
735,1251,800
779,1251,800
484,1252,800
170,1254,800
340,1254,800
348,1255,800
633,1256,800
674,1256,800
167,1258,800
367,1258,800
137,1261,800
298,1262,800
429,1262,800
288,1263,800
707,1263,800
301,1264,800
26,1267,800
205,1268,800
92,1271,800
546,1271,800
712,1272,800
165,1273,800
607,1276,800
299,1277,800
100,1278,800
57,1283,800
179,1284,800
34,1285,800
558,1285,800
742,1286,800
208,1288,800
214,1288,800
102,1289,800
76,1291,800
234,1302,800
667,1302,800
266,1304,800
151,1305,800
255,1305,800
796,1305,800
142,1307,800
664,1308,800
300,1312,800
772,1313,800
618,1314,800
470,1318,800
40,1321,800
475,1322,800
382,1327,800
77,1328,800
333,1328,800
65,1329,800
359,1330,800
237,1331,800
283,1335,800
111,1337,800
83,1338,800
480,1340,800
767,1343,800
250,1346,800
453,1348,800
70,1349,800
178,1350,800
48,1354,800
494,1355,800
