9,113,100
6,127,100
45,127,100
47,127,100
81,129,100
7,137,100
72,137,100
4,139,100
73,143,100
33,146,100
16,147,100
51,151,100
30,153,100
26,155,100
5,157,100
65,158,100
52,160,100
42,162,100
56,163,100
13,164,100
63,167,100
79,167,100
96,167,100
64,168,100
50,171,100
76,171,100
88,173,100
40,174,100
11,176,100
59,176,100
46,177,100
93,178,100
12,181,100
20,181,100
34,182,100
58,182,100
60,182,100
0,183,100
53,183,100
75,184,100
91,184,100
36,185,100
2,187,100
15,187,100
19,187,100
35,187,100
41,188,100
3,189,100
8,191,100
23,192,100
57,192,100
77,193,100
37,195,100
61,197,100
68,197,100
83,197,100
29,199,100
43,199,100
67,199,100
66,200,100
97,202,100
92,203,100
99,204,100
84,207,100
89,207,100
94,213,100
95,213,100
1,214,100
39,214,100
28,215,100
69,215,100
54,216,100
78,216,100
90,217,100
74,218,100
82,218,100
27,220,100
55,220,100
87,220,100
17,222,100
44,227,100
25,228,100
22,229,100
49,229,100
70,237,100
48,239,100
85,246,100
80,247,100
38,249,100
71,251,100
62,252,100
86,253,100
14,258,100
31,272,100
32,273,100
24,275,100
21,293,100
18,310,100
98,314,100
10,363,100
